,model_var,model_cross,JS-native,JS-nonnative,acc-native,acc-nonnative,arch,rep,lang,domain
267,w2v2-large_max_class_2_wvENNonnativeResponses10Fold_varHiddenRelu,7,0.24640515543121538,0.1889733137103137,0.53125,0.5,max,w2v2-large,EN,non-nat
268,w2v2-large_max_class_2_wvENNonnativeResponses10Fold_varHiddenRelu,8,0.23072077118096912,0.19207256386115296,0.63125,0.43902439024390244,max,w2v2-large,EN,non-nat
269,w2v2-large_max_class_2_wvENNonnativeResponses10Fold_varHiddenRelu,9,0.21585348599955925,0.1780674286586458,0.61875,0.5421686746987951,max,w2v2-large,EN,non-nat
270,w2v2-large_max_class_2_wvENResponses10Fold_varHiddenRelu,0,0.23626117813859965,0.30893593134931197,0.4375,0.37576499388004897,max,w2v2-large,EN,nat
271,w2v2-large_max_class_2_wvENResponses10Fold_varHiddenRelu,1,0.2123943780085784,0.2367133062469696,0.6666666666666666,0.4663402692778458,max,w2v2-large,EN,nat
272,w2v2-large_max_class_2_wvENResponses10Fold_varHiddenRelu,2,0.21118883448002687,0.3009719257626222,0.5625,0.40514075887392903,max,w2v2-large,EN,nat
273,w2v2-large_max_class_2_wvENResponses10Fold_varHiddenRelu,3,0.18080822365651225,0.26721653799689066,0.6470588235294118,0.4369645042839657,max,w2v2-large,EN,nat
274,w2v2-large_max_class_2_wvENResponses10Fold_varHiddenRelu,4,0.26105625059140614,0.27363005636558774,0.5,0.408812729498164,max,w2v2-large,EN,nat
275,w2v2-large_max_class_2_wvENResponses10Fold_varHiddenRelu,5,0.18069218266445425,0.2719529056493048,0.625,0.39167686658506734,max,w2v2-large,EN,nat
276,w2v2-large_max_class_2_wvENResponses10Fold_varHiddenRelu,6,0.19413882260752896,0.2869483604257929,0.625,0.3623011015911873,max,w2v2-large,EN,nat
277,w2v2-large_max_class_2_wvENResponses10Fold_varHiddenRelu,7,0.16095096528423725,0.2641145642342666,0.6875,0.41003671970624234,max,w2v2-large,EN,nat
278,w2v2-large_max_class_2_wvENResponses10Fold_varHiddenRelu,8,0.19636005122493722,0.24731403259125162,0.625,0.4675642594859241,max,w2v2-large,EN,nat
279,w2v2-large_max_class_2_wvENResponses10Fold_varHiddenRelu,9,0.20006664019905107,0.2639607220620286,0.5625,0.4589963280293758,max,w2v2-large,EN,nat
280,w2v2-large_mean_class_2_wvENNonnativeResponses10Fold_varHiddenRelu,0,0.2070738748740449,0.15950535032168656,0.65,0.6341463414634146,mean,w2v2-large,EN,non-nat
281,w2v2-large_mean_class_2_wvENNonnativeResponses10Fold_varHiddenRelu,1,0.2137197662169422,0.15300002442419147,0.58125,0.5853658536585366,mean,w2v2-large,EN,non-nat
282,w2v2-large_mean_class_2_wvENNonnativeResponses10Fold_varHiddenRelu,2,0.2434141088687946,0.18855493229508125,0.50625,0.49382716049382713,mean,w2v2-large,EN,non-nat
283,w2v2-large_mean_class_2_wvENNonnativeResponses10Fold_varHiddenRelu,3,0.1936276892180433,0.16966244623515908,0.61875,0.5679012345679012,mean,w2v2-large,EN,non-nat
284,w2v2-large_mean_class_2_wvENNonnativeResponses10Fold_varHiddenRelu,4,0.23413882749075507,0.180947646196475,0.54375,0.45121951219512196,mean,w2v2-large,EN,non-nat
285,w2v2-large_mean_class_2_wvENNonnativeResponses10Fold_varHiddenRelu,5,0.19132692068584506,0.16263756118912878,0.6375,0.5679012345679012,mean,w2v2-large,EN,non-nat
286,w2v2-large_mean_class_2_wvENNonnativeResponses10Fold_varHiddenRelu,6,0.19904768649292634,0.19779628939810118,0.61875,0.5432098765432098,mean,w2v2-large,EN,non-nat
287,w2v2-large_mean_class_2_wvENNonnativeResponses10Fold_varHiddenRelu,7,0.22208118500388846,0.18867462421365874,0.5625,0.5609756097560976,mean,w2v2-large,EN,non-nat
288,w2v2-large_mean_class_2_wvENNonnativeResponses10Fold_varHiddenRelu,8,0.2299650573104351,0.1791207948520928,0.51875,0.573170731707317,mean,w2v2-large,EN,non-nat
289,w2v2-large_mean_class_2_wvENNonnativeResponses10Fold_varHiddenRelu,9,0.20348698329509746,0.1489846775128878,0.5875,0.6265060240963856,mean,w2v2-large,EN,non-nat
290,w2v2-large_mean_class_2_wvENResponses10Fold_varHiddenRelu,0,0.2031095509832805,0.3024291783965797,0.5,0.36964504283965727,mean,w2v2-large,EN,nat
291,w2v2-large_mean_class_2_wvENResponses10Fold_varHiddenRelu,1,0.2031146650752889,0.31999320969565664,0.6666666666666666,0.3427172582619339,mean,w2v2-large,EN,nat
292,w2v2-large_mean_class_2_wvENResponses10Fold_varHiddenRelu,2,0.14494652396613777,0.32077983221429474,0.75,0.3525091799265606,mean,w2v2-large,EN,nat
293,w2v2-large_mean_class_2_wvENResponses10Fold_varHiddenRelu,3,0.24312168882982038,0.29950896915544717,0.4117647058823529,0.4186046511627907,mean,w2v2-large,EN,nat
294,w2v2-large_mean_class_2_wvENResponses10Fold_varHiddenRelu,4,0.2939731882237112,0.31888837915808665,0.4375,0.3635250917992656,mean,w2v2-large,EN,nat
295,w2v2-large_mean_class_2_wvENResponses10Fold_varHiddenRelu,5,0.18090088708463198,0.3236433182239179,0.6875,0.3929008567931457,mean,w2v2-large,EN,nat
296,w2v2-large_mean_class_2_wvENResponses10Fold_varHiddenRelu,6,0.2204834652960692,0.34772206395156874,0.6875,0.37821297429620565,mean,w2v2-large,EN,nat
297,w2v2-large_mean_class_2_wvENResponses10Fold_varHiddenRelu,7,0.19187309036180147,0.3374792299714244,0.5625,0.3561811505507956,mean,w2v2-large,EN,nat
298,w2v2-large_mean_class_2_wvENResponses10Fold_varHiddenRelu,8,0.3214563935674909,0.3598029782622825,0.3125,0.30599755201958384,mean,w2v2-large,EN,nat
299,w2v2-large_mean_class_2_wvENResponses10Fold_varHiddenRelu,9,0.2201244970698109,0.33389272935995806,0.5625,0.34149326805385555,mean,w2v2-large,EN,nat
300,w2v2fr-large_knn_2_wvFRNonnativeResponses10Fold,0,0.3002663083924875,0.20161179638607515,0.5024154589371981,0.6233766233766234,knn,w2v2fr-large,FR,non-nat
301,w2v2fr-large_knn_2_wvFRNonnativeResponses10Fold,1,0.3060986145881524,0.21790141874954153,0.4782608695652174,0.6233766233766234,knn,w2v2fr-large,FR,non-nat
302,w2v2fr-large_knn_2_wvFRNonnativeResponses10Fold,2,0.3115831199248654,0.18004549610437023,0.47342995169082125,0.7435897435897436,knn,w2v2fr-large,FR,non-nat
303,w2v2fr-large_knn_2_wvFRNonnativeResponses10Fold,3,0.2966082656490315,0.24673437486837144,0.4975845410628019,0.5064935064935064,knn,w2v2fr-large,FR,non-nat
304,w2v2fr-large_knn_2_wvFRNonnativeResponses10Fold,4,0.30529487922251536,0.22532733612340727,0.4782608695652174,0.6493506493506493,knn,w2v2fr-large,FR,non-nat
305,w2v2fr-large_knn_2_wvFRNonnativeResponses10Fold,5,0.30943331982252753,0.2680307287564772,0.4927536231884058,0.5584415584415584,knn,w2v2fr-large,FR,non-nat
306,w2v2fr-large_knn_2_wvFRNonnativeResponses10Fold,6,0.3047726133683205,0.1859005914338042,0.5024154589371981,0.7012987012987013,knn,w2v2fr-large,FR,non-nat
307,w2v2fr-large_knn_2_wvFRNonnativeResponses10Fold,7,0.30660743095699583,0.23497225357687254,0.4927536231884058,0.6052631578947368,knn,w2v2fr-large,FR,non-nat
308,w2v2fr-large_knn_2_wvFRNonnativeResponses10Fold,8,0.31025540297604187,0.22311329193919754,0.4782608695652174,0.631578947368421,knn,w2v2fr-large,FR,non-nat
309,w2v2fr-large_knn_2_wvFRNonnativeResponses10Fold,9,0.3029619003665088,0.22827921512836333,0.4927536231884058,0.6153846153846154,knn,w2v2fr-large,FR,non-nat
310,w2v2fr-large_knn_2_wvFRResponses10Fold,0,0.33114182589741475,0.3514161881610272,0.4090909090909091,0.42857142857142855,knn,w2v2fr-large,FR,nat
311,w2v2fr-large_knn_2_wvFRResponses10Fold,1,0.2975849823811349,0.35245218605741,0.4782608695652174,0.43246753246753245,knn,w2v2fr-large,FR,nat
312,w2v2fr-large_knn_2_wvFRResponses10Fold,2,0.23744676188165578,0.35989966566002496,0.4782608695652174,0.4142857142857143,knn,w2v2fr-large,FR,nat
313,w2v2fr-large_knn_2_wvFRResponses10Fold,3,0.23870357732783168,0.350795216072206,0.6363636363636364,0.43896103896103894,knn,w2v2fr-large,FR,nat
314,w2v2fr-large_knn_2_wvFRResponses10Fold,4,0.2672416236165404,0.3551690245880383,0.5,0.41818181818181815,knn,w2v2fr-large,FR,nat
315,w2v2fr-large_knn_2_wvFRResponses10Fold,5,0.2880226458101743,0.3374773369898268,0.5,0.45064935064935063,knn,w2v2fr-large,FR,nat
316,w2v2fr-large_knn_2_wvFRResponses10Fold,6,0.3716363247685155,0.3594109170698391,0.3157894736842105,0.43116883116883115,knn,w2v2fr-large,FR,nat
